0,0,0,0,24,24,24,24,24,24,24,24,23,23,23,23,26,26,26,26,26,20,20,20,28,20,28,28,28,19,19,18,18,0,0,0,0,17,17,0,0,0,0,0
0,0,0,0,24,24,24,24,24,24,24,24,22,23,23,23,23,26,26,26,26,26,20,20,20,20,20,20,20,19,19,19,18,18,18,0,0,18,17,17,17,0,0,0
0,0,0,22,22,24,24,24,24,24,24,22,23,23,21,23,23,26,26,26,26,20,20,20,20,20,20,19,19,19,19,19,19,18,18,18,18,17,17,17,17,0,0,0
0,0,0,0,22,22,24,22,22,22,22,22,22,21,21,21,23,23,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,18,18,18,18,17,17,17,17,17,0
0,0,0,22,22,22,22,22,22,22,22,22,21,21,21,21,23,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,18,18,18,18,18,17,17,17,17,17,17
0,0,0,22,22,22,22,22,22,22,22,22,23,23,23,23,11,11,11,11,11,20,20,20,20,20,19,19,19,19,19,19,19,18,18,18,18,18,16,17,17,17,17,17
0,0,22,22,22,22,22,22,22,22,22,22,22,21,21,21,11,11,11,11,11,11,11,11,12,12,13,13,19,19,14,14,16,16,16,18,18,16,16,17,17,17,17,0
0,0,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,10,10,11,11,11,11,12,12,12,13,13,19,14,14,16,16,16,16,16,16,16,16,16,17,17,0
0,22,22,22,22,22,22,22,22,22,22,22,22,22,21,5,21,21,10,10,10,11,11,11,12,12,13,13,13,14,14,14,14,16,16,16,16,16,16,16,17,17,0,0
0,22,22,22,22,22,22,22,22,22,22,22,22,22,5,5,5,10,10,10,10,10,10,9,8,8,8,13,13,14,14,15,15,15,15,16,16,16,16,16,17,17,17,17
0,22,22,22,22,22,22,22,0,0,0,0,0,5,5,5,5,10,10,10,10,10,9,9,8,8,8,13,13,14,15,15,15,15,15,0,0,0,0,0,0,0,0,0
0,22,22,22,22,22,22,22,0,0,0,0,22,22,22,5,5,5,5,5,3,3,9,9,8,7,7,13,13,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,22,22,22,0,0,0,0,0,0,0,0,22,5,5,5,5,3,3,3,3,6,7,7,7,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,3,3,3,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,4,4,3,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
